Issue Date,Issue Time,Ticket No,Code,Description,Officer,Block,Location,Latitude,Longitude
1/20/16,5:16 PM,107018755,1,Expired meter,SANCHEZ O,44 S,RAYMOND AVE,34.1447916,-118.14898
1/20/16,5:13 PM,107018754,1,Expired meter,SANCHEZ O,27 S,RAYMOND AVE,34.1453383,-118.14884
1/20/16,4:55 PM,118023592,15,No parking anytime,DE LA CRUZ,726,SUNSET AVE,34.1581833,-118.15138
1/20/16,4:54 PM,118023591,15,No parking anytime,DE LA CRUZ,718,SUNSET AVE,34.15815,-118.15136
1/20/16,4:52 PM,118023590,15,No parking anytime,DE LA CRUZ,718,SUNSET AVE,34.158045,-118.15132
1/20/16,4:50 PM,107018753,1,Expired meter,SANCHEZ O,121 W,VALLEY ST,34.1424966,-118.15302
1/20/16,4:47 PM,107018752,19,"Fail to park 18"" of curb",SANCHEZ O,174 S,DE LACEY AVE,34.142715,-118.15238
1/20/16,4:43 PM,107018751,19,"Fail to park 18"" of curb",SANCHEZ O,111 S,DE LACEY AVE,34.14413,-118.15226
1/20/16,4:29 PM,107018750,1,Expired meter,SANCHEZ O,72 N,RAYMOND AVE,34.1471983,-118.1489
1/20/16,4:23 PM,107018749,6,Restricted parking,SANCHEZ O,115 E,COLORADO BLVD,34.14588,-118.14826
1/20/16,4:21 PM,117023390,11,Np 7a-9a/7a-6p/9a-6p/3p-7p/4p-6p,MACIAS G,842 E,VILLA ST,34.1542633,-118.13328
1/20/16,4:20 PM,117023389,11,Np 7a-9a/7a-6p/9a-6p/3p-7p/4p-6p,MACIAS G,842 E,VILLA ST,34.154205,-118.1337
1/20/16,4:20 PM,108027238,8,Parked on private property,VARELA,150 E,COLORADO BLVD,34.1454833,-118.14692
1/20/16,4:16 PM,117023388,11,Np 7a-9a/7a-6p/9a-6p/3p-7p/4p-6p,MACIAS G,622 E,VILLA ST,34.1542266,-118.13766
1/20/16,4:13 PM,107018748,1,Expired meter,SANCHEZ O,120 S,RAYMOND AVE,34.1437083,-118.14883
1/20/16,4:11 PM,108027237,1,Expired meter,VARELA,94 N,GARFIELD AVE,34.1470816,-118.14411
1/20/16,4:11 PM,107018747,1,Expired meter,SANCHEZ O,92 E,GREEN ST,34.1444616,-118.14872
1/20/16,4:11 PM,104025345,5,No stopping 7a-9a/4p-6p/3p-7p,TENA,50 S,HUDSON AVE,34.1448483,-118.13393
1/20/16,4:11 PM,122016197,9,Red zone no stop park or stand,OROZCO D,85 E,PAINTER ST,34.15974,-118.14882
1/20/16,4:09 PM,104025344,5,No stopping 7a-9a/4p-6p/3p-7p,TENA,70 S,HUDSON AVE,34.1447983,-118.13391
1/20/16,4:05 PM,114011374,11,Np 7a-9a/7a-6p/9a-6p/3p-7p/4p-6p,FLORES,500 E,DEL MAR BLVD,34.1403483,-118.14007
1/20/16,4:03 PM,118023589,1,Expired meter,DE LA CRUZ,100 S,LAKE AVE,34.14398,-118.13243
1/20/16,4:02 PM,114011373,11,Np 7a-9a/7a-6p/9a-6p/3p-7p/4p-6p,FLORES,240 E,DEL MAR BLVD,34.14035,-118.14557
1/20/16,4:00 PM,118023588,1,Expired meter,DE LA CRUZ,142 S,LAKE AVE,34.1432733,-118.13234
1/20/16,3:56 PM,107018746,9,Red zone no stop park or stand,SANCHEZ O,55 W,COLORADO BLVD,34.1457483,-118.15169
1/20/16,3:55 PM,118023587,1,Expired meter,DE LA CRUZ,216 S,LAKE AVE,34.1419633,-118.13235
1/20/16,3:53 PM,118023586,1,Expired meter,DE LA CRUZ,218 S,LAKE AVE,34.1419433,-118.13233
1/20/16,3:53 PM,122016196,12,Alley parking,OROZCO D,715 N,WHEELER ALY,34.1580433,-118.14977
1/20/16,3:49 PM,122016195,24,Parked in handicapped space,OROZCO D,65,CHESTNUT ST,34.1504416,-118.14926
1/20/16,3:45 PM,104025343,1,Expired meter,TENA,380 S,LAKE AVE,34.1392016,-118.13232
1/20/16,3:45 PM,118023585,12,Alley parking,DE LA CRUZ,602 S,PICHER ALY,34.135525,-118.1466
1/20/16,3:40 PM,116018603,1,Expired meter,SOLIS,26 N,PASADENA AVE,34.1460783,-118.15416
1/20/16,3:36 PM,104025342,1,Expired meter,TENA,555 S,LAKE AVE,34.136395,-118.13226
1/20/16,3:35 PM,108027236,1,Expired meter,VARELA,77 N,ARROYO PKWY,34.1471166,-118.14764
1/20/16,3:32 PM,122016194,14,20 min yell/grn zone/3 min white,OROZCO D,265 S,ARROYO PKWY,34.14131,-118.14747
1/20/16,3:32 PM,116018602,1,Expired meter,SOLIS,48 E,HOLLY ST,34.1477683,-118.14953
1/20/16,3:31 PM,122016193,14,20 min yell/grn zone/3 min white,OROZCO D,265 S,ARROYO PKWY,34.141355,-118.14742
1/20/16,3:30 PM,107018745,1,Expired meter,SANCHEZ O,78 W,ORANGE PL,,
1/20/16,3:26 PM,116018601,1,Expired meter,SOLIS,13 S,RAYMOND AVE,34.145445,-118.14878
1/20/16,3:25 PM,107018744,1,Expired meter,SANCHEZ O,150 W,VALLEY ST,34.14247,-118.15345
1/20/16,3:22 PM,118023584,1,Expired meter,DE LA CRUZ,546 S,LAKE AVE,34.1365083,-118.13216
1/20/16,3:21 PM,107018743,1,Expired meter,SANCHEZ O,160 S,DE LACEY AVE,34.1432383,-118.15251
1/20/16,3:16 PM,108027235,1,Expired meter,VARELA,106 N,GARFIELD AVE,34.14824,-118.1441
1/20/16,3:15 PM,118023583,1,Expired meter,DE LA CRUZ,555 S,LAKE AVE,34.1364716,-118.13228
1/20/16,3:14 PM,118023582,1,Expired meter,DE LA CRUZ,535 S,LAKE AVE,34.136575,-118.13229
1/20/16,3:11 PM,105018759,5,No stopping 7a-9a/4p-6p/3p-7p,RIVERA,270 S,ARROYO PKWY,34.141255,-118.14732
1/20/16,3:11 PM,108027234,1,Expired meter,VARELA,62 N,GARFIELD AVE,34.1460383,-118.14437
1/20/16,3:09 PM,107018742,1,Expired meter,SANCHEZ O,155 W,DAYTON ST,34.14363,-118.15274
1/20/16,3:09 PM,108027233,1,Expired meter,VARELA,62 N,GARFIELD AVE,34.1461433,-118.14443
1/20/16,3:07 PM,107018741,1,Expired meter,SANCHEZ O,155 W,DAYTON ST,34.14362,-118.15264
1/20/16,3:05 PM,118023581,1,Expired meter,DE LA CRUZ,345 S,LAKE AVE,34.139855,-118.13233
1/20/16,3:04 PM,107018740,1,Expired meter,SANCHEZ O,129  S,DE LACEY AVE,34.144005,-118.15227
1/20/16,3:03 PM,116018600,1,Expired meter,SOLIS,54 S,DE LACEY AVE,34.1447116,-118.1523
1/20/16,3:01 PM,104025341,1,Expired meter,TENA,146 S,LAKE AVE,34.1433166,-118.13219
1/20/16,2:59 PM,118023580,1,Expired meter,DE LA CRUZ,241 S,LAKE AVE,34.1417833,-118.13238
1/20/16,2:56 PM,122016192,9,Red zone no stop park or stand,OROZCO D,693 S,RAYMOND AVE,34.1338016,-118.14886
1/20/16,2:55 PM,102018092,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,VERDUZCO,1065 E,SAN PASQUAL ST,34.1379466,-118.12895
1/20/16,2:53 PM,104025340,1,Expired meter,TENA,326 S,LAKE AVE,34.14,-118.13233
1/20/16,2:53 PM,116018599,1,Expired meter,SOLIS,39 W,COLORADO BLVD,34.1458183,-118.15151
1/20/16,2:52 PM,102018091,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,VERDUZCO,339 S,CATALINA AVE,34.1400833,-118.12938
1/20/16,2:51 PM,112014926,46,72 hour prkg limitation,LEWIS,642,PALISADE ST,34.1716483,-118.16399
1/20/16,2:49 PM,107018739,1,Expired meter,SANCHEZ O,161 W,COLORADO BLVD,34.14581,-118.15375
1/20/16,2:47 PM,102018090,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,VERDUZCO,171 N,WILSON AVE,34.1489366,-118.12811
1/20/16,2:47 PM,116018598,1,Expired meter,SOLIS,35 S,RAYMOND AVE,34.1450683,-118.14884
1/20/16,2:45 PM,104025339,1,Expired meter,TENA,548 S,LAKE AVE,34.1364133,-118.13222
1/20/16,2:42 PM,116018597,1,Expired meter,SOLIS,50 E,GREEN ST,34.1447716,-118.14958
1/20/16,2:42 PM,108027232,1,Expired meter,VARELA,104 N,EUCLID AVE,34.1473933,-118.14289
1/20/16,2:41 PM,122016191,9,Red zone no stop park or stand,OROZCO D,56 W,BELLEFONTAINE ST,34.1315666,-118.1521
1/20/16,2:39 PM,108027231,1,Expired meter,VARELA,133 N,EUCLID AVE,34.14783,-118.14294
1/20/16,2:37 PM,118023579,1,Expired meter,DE LA CRUZ,257 S,LAKE AVE,34.1413366,-118.13234
1/20/16,2:37 PM,104025338,1,Expired meter,TENA,415 S,LAKE AVE,34.13888,-118.13239
1/20/16,2:34 PM,104025337,1,Expired meter,TENA,375 S,LAKE AVE,34.1394133,-118.1324
1/20/16,2:34 PM,102018089,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,VERDUZCO,1000 E,LOCUST ST,34.1505533,-118.12989
1/20/16,2:33 PM,122016190,15,No parking anytime,OROZCO D,50 W,ALESSANDRO PL,34.1310016,-118.15185
1/20/16,2:32 PM,122016189,15,No parking anytime,OROZCO D,50 W,ALESSANDRO PL,34.1310233,-118.15192
1/20/16,2:31 PM,122016188,15,No parking anytime,OROZCO D,50 W,ALESSANDRO PL,34.131015,-118.15198
1/20/16,2:30 PM,122016187,15,No parking anytime,OROZCO D,50 W,ALESSANDRO PL,34.131035,-118.15202
1/20/16,2:28 PM,116018596,1,Expired meter,SOLIS,28 W,VALLEY ST,34.1424183,-118.15123
1/20/16,2:28 PM,104025336,1,Expired meter,TENA,283 S,LAKE AVE,34.141265,-118.13229
1/20/16,2:26 PM,114011372,9,Red zone no stop park or stand,FLORES,1214 E,CALIFORNIA BLVD,34.1358833,-118.12543
1/20/16,2:24 PM,118023578,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,DE LA CRUZ,100 S,LAKE AVE,34.1439633,-118.13247
1/20/16,2:23 PM,117023387,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,MACIAS G,1250 N,MENTOR AVE,34.167195,-118.13102
1/20/16,2:22 PM,116018595,1,Expired meter,SOLIS,45 S,DE LACEY AVE,34.1452016,-118.15215
1/20/16,2:22 PM,102018088,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,VERDUZCO,174 S,EL MOLINO AVE,34.1428466,-118.13683
1/20/16,2:22 PM,118023577,1,Expired meter,DE LA CRUZ,102 S,LAKE AVE,34.1438766,-118.13232
1/20/16,2:20 PM,104025335,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,TENA,141 S,LAKE AVE,34.1433133,-118.13237
1/20/16,2:20 PM,108027230,19,"Fail to park 18"" of curb",VARELA,240 E,HOLLY ST,34.1474383,-118.14451
1/20/16,2:19 PM,116018594,1,Expired meter,SOLIS,121 W,COLORADO BLVD,34.1458016,-118.15307
1/20/16,2:19 PM,122016186,1,Expired meter,OROZCO D,325 E,CORDOVA ST,34.14207,-118.14395
1/20/16,2:18 PM,102018087,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,VERDUZCO,535 E,EL DORADO ST,34.143645,-118.13945
1/20/16,2:17 PM,118023576,1,Expired meter,DE LA CRUZ,218 S,LAKE AVE,34.141955,-118.13218
1/20/16,2:16 PM,117023386,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,MACIAS G,750 N,MENTOR AVE,34.1590516,-118.13093
1/20/16,2:16 PM,108027229,1,Expired meter,VARELA,236 E,HOLLY ST,34.14759,-118.14527
1/20/16,2:15 PM,118023575,1,Expired meter,DE LA CRUZ,240 S,LAKE AVE,34.14175,-118.13224
1/20/16,2:14 PM,104025334,25,Stopping/standing prohibited,TENA,825 E,GREEN ST,34.1445416,-118.13328
1/20/16,2:13 PM,114011371,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,FLORES,195 S,MERIDITH AVE,34.1425066,-118.11447
1/20/16,2:13 PM,122016185,1,Expired meter,OROZCO D,171 S,LOS ROBLES AVE,34.1428266,-118.14146
1/20/16,2:12 PM,102018086,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,VERDUZCO,115 N,MADISON AVE,34.1480483,-118.13845
1/20/16,2:11 PM,117023385,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,MACIAS G,956 E,ORANGE GROVE BLVD,34.157725,-118.13079
1/20/16,2:11 PM,114011370,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,FLORES,81 S,MERIDITH AVE,34.1444666,-118.11452
1/20/16,2:10 PM,108027228,1,Expired meter,VARELA,164 N,EUCLID AVE,34.148745,-118.14286
1/20/16,2:10 PM,116018593,1,Expired meter,SOLIS,130 N,RAYMOND AVE,34.1484183,-118.14886
1/20/16,2:09 PM,102018085,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,VERDUZCO,150 N,MADISON AVE,34.1486416,-118.13836
1/20/16,2:08 PM,102018084,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,VERDUZCO,174 N,MADISON AVE,34.14897,-118.1384
1/20/16,2:07 PM,102018083,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,VERDUZCO,174 N,MADISON AVE,34.14921,-118.13844
1/20/16,2:06 PM,107018738,1,Expired meter,SANCHEZ O,37  E,UNION ST,34.146765,-118.14968
1/20/16,2:04 PM,114011369,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,FLORES,55 N,SIERRA BONITA AVE,34.1471533,-118.11709
1/20/16,2:04 PM,102018082,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,VERDUZCO,291 N,MADISON AVE,34.1506483,-118.1384
1/20/16,2:01 PM,122016184,6,Restricted parking,OROZCO D,10 N,OAK KNOLL AVE,34.1461666,-118.13531
1/20/16,2:01 PM,102018081,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,VERDUZCO,220 N,OAKLAND AVE,34.1498266,-118.13991
1/20/16,2:01 PM,116018592,1,Expired meter,SOLIS,110 W,COLORADO BLVD,34.1457966,-118.15283
1/20/16,2:01 PM,114011368,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,FLORES,112 N,SIERRA BONITA AVE,34.1480633,-118.11704
1/20/16,2:01 PM,107018737,6,Restricted parking,SANCHEZ O,115 E,COLORADO BLVD,34.145845,-118.14824
1/20/16,1:59 PM,116018591,1,Expired meter,SOLIS,126 W,COLORADO BLVD,34.1457983,-118.15304
1/20/16,1:59 PM,114011367,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,FLORES,52 N,SIERRA BONITA AVE,34.1470966,-118.11704
1/20/16,1:57 PM,114011366,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,FLORES,52 N,SIERRA BONITA AVE,34.146965,-118.11704
1/20/16,1:57 PM,108027227,1,Expired meter,VARELA,94 N,GARFIELD AVE,34.147075,-118.14447
1/20/16,1:56 PM,116018590,1,Expired meter,SOLIS,252 W,COLORADO BLVD,34.145665,-118.15493
1/20/16,1:53 PM,114011365,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,FLORES,95 N,MARION AVE,34.1478,-118.11848
1/20/16,1:52 PM,116018589,1,Expired meter,SOLIS,281 W,COLORADO BLVD,34.1458883,-118.15556
1/20/16,1:52 PM,107018736,12,Alley parking,SANCHEZ O,39 W,MCCORMICK ALY,34.1451383,-118.15136
1/20/16,1:51 PM,117023384,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,MACIAS G,3200 E,LA TIERRA ST,34.15174,-118.08425
1/20/16,1:51 PM,107018735,12,Alley parking,SANCHEZ O,39 W,MCCORMICK ALY,34.1451433,-118.1513
1/20/16,1:50 PM,116018588,1,Expired meter,SOLIS,251 W,COLORADO BLVD,34.1458716,-118.1551
1/20/16,1:50 PM,118023574,1,Expired meter,DE LA CRUZ,255 S,LAKE AVE,34.14139,-118.1324
1/20/16,1:49 PM,107018734,12,Alley parking,SANCHEZ O,39 W,MCCORMICK ALY,34.14513,-118.1514
1/20/16,1:48 PM,108027226,1,Expired meter,VARELA,245 E,COLORADO BLVD,34.1458866,-118.14527
1/20/16,1:48 PM,114011364,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,FLORES,156 N,HARKNESS AVE,34.14865,-118.11986
1/20/16,1:47 PM,116018587,1,Expired meter,SOLIS,161 W,COLORADO BLVD,34.1458383,-118.15369
1/20/16,1:46 PM,117023383,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,MACIAS G,3095 E,LA TIERRA ST,34.1517333,-118.08643
1/20/16,1:45 PM,116018586,1,Expired meter,SOLIS,127 W,COLORADO BLVD,34.1458083,-118.15325
1/20/16,1:44 PM,107018733,1,Expired meter,SANCHEZ O,29 E,COLORADO BLVD,34.1458633,-118.1498
1/20/16,1:44 PM,108027225,1,Expired meter,VARELA,91 N,GARFIELD AVE,34.1465083,-118.14419
1/20/16,1:43 PM,114011363,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,FLORES,20 N,HARKNESS AVE,34.1464916,-118.11985
1/20/16,1:41 PM,116018585,1,Expired meter,SOLIS,39 W,COLORADO BLVD,34.1458316,-118.15144
1/20/16,1:40 PM,108027224,1,Expired meter,VARELA,240 E,RAMONA ST,34.1483883,-118.14498
1/20/16,1:40 PM,107018732,1,Expired meter,SANCHEZ O,130 S,RAYMOND AVE,34.14391,-118.14888
1/20/16,1:37 PM,118023573,1,Expired meter,DE LA CRUZ,218 S,LAKE AVE,34.1421266,-118.13236
1/20/16,1:36 PM,108027223,1,Expired meter,VARELA,200 N,GARFIELD AVE,34.1487416,-118.14423
1/20/16,1:24 PM,108027222,19,"Fail to park 18"" of curb",VARELA,245 E,HOLLY ST,34.1477716,-118.14465
1/20/16,1:22 PM,108027221,1,Expired meter,VARELA,245 E,HOLLY ST,34.1477816,-118.14464
1/20/16,1:18 PM,114011362,6,Restricted parking,FLORES,99 S,MENTOR AVE,34.144375,-118.13086
1/20/16,1:16 PM,118023572,1,Expired meter,DE LA CRUZ,540 S,LAKE AVE,34.136535,-118.13226
1/20/16,1:10 PM,107018731,1,Expired meter,SANCHEZ O,46 E,COLORADO BLVD,34.145795,-118.14952
1/20/16,1:09 PM,104025333,1,Expired meter,TENA,100 S,LAKE AVE,,
1/20/16,1:08 PM,108027220,1,Expired meter,VARELA,81 W,DAYTON ST,34.1436516,-118.15215
1/20/16,1:05 PM,117023382,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,MACIAS G,1130 N,ROSEMONT AVE,34.1647383,-118.16639
1/20/16,1:05 PM,108027219,1,Expired meter,VARELA,57 W,VALLEY ST,34.1424166,-118.15171
1/20/16,1:04 PM,104025332,1,Expired meter,TENA,204 S,LAKE AVE,34.1419316,-118.13256
1/20/16,1:03 PM,107018730,1,Expired meter,SANCHEZ O,88 W,COLORADO BLVD,34.1457933,-118.15265
1/20/16,1:00 PM,116018584,1,Expired meter,SOLIS,173 S,DE LACEY AVE,34.1427183,-118.15237
1/20/16,12:59 PM,102018080,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,VERDUZCO,335 S,OAKLAND AVE,34.140045,-118.13971
1/20/16,12:57 PM,104025331,1,Expired meter,TENA,350 S,LAKE AVE,34.1398116,-118.1324
1/20/16,12:57 PM,107018729,1,Expired meter,SANCHEZ O,146 W,UNION ST,34.1466933,-118.15395
1/20/16,12:56 PM,102018079,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,VERDUZCO,540 S,MADISON AVE,34.13654,-118.13828
1/20/16,12:55 PM,118023571,1,Expired meter,DE LA CRUZ,100 S,LAKE AVE,34.1441283,-118.13243
1/20/16,12:54 PM,104025330,1,Expired meter,TENA,406 S,LAKE AVE,34.138785,-118.13231
1/20/16,12:53 PM,102018078,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,VERDUZCO,410 S,MADISON AVE,34.13872,-118.1383
1/20/16,12:53 PM,116018583,1,Expired meter,SOLIS,3 N,RAYMOND AVE,34.146025,-118.14873
1/20/16,12:53 PM,117023381,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,MACIAS G,455 W,MONTANA ST,34.18088,-118.16034
1/20/16,12:52 PM,102018077,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,VERDUZCO,355 S,MADISON AVE,34.1393333,-118.13838
1/20/16,12:52 PM,117023380,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,MACIAS G,760 N,MENTOR AVE,,
1/20/16,12:51 PM,118023570,1,Expired meter,DE LA CRUZ,146 S,LAKE AVE,34.1432166,-118.13234
1/20/16,12:49 PM,116018582,1,Expired meter,SOLIS,38 E,HOLLY ST,34.147735,-118.14952
1/20/16,12:48 PM,118023569,1,Expired meter,DE LA CRUZ,230 S,LAKE AVE,34.1417783,-118.13224
1/20/16,12:48 PM,102018076,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,VERDUZCO,250 S,HUDSON AVE,34.141705,-118.13379
1/20/16,12:46 PM,102018075,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,VERDUZCO,290 S,HUDSON AVE,34.1408033,-118.13382
1/20/16,12:46 PM,118023568,1,Expired meter,DE LA CRUZ,252 S,LAKE AVE,34.141535,-118.13239
1/20/16,12:39 PM,116018581,1,Expired meter,SOLIS,92 E,GREEN ST,34.1445116,-118.14862
1/20/16,12:38 PM,102018074,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,VERDUZCO,510 S,OAK KNOLL AVE,34.1371766,-118.13514
1/20/16,12:36 PM,107018728,6,Restricted parking,SANCHEZ O,115 E,COLORADO BLVD,34.145785,-118.14824
1/20/16,12:34 PM,118023567,1,Expired meter,DE LA CRUZ,532 S,LAKE AVE,34.136695,-118.13227
1/20/16,12:33 PM,107018727,1,Expired meter,SANCHEZ O,44 S,RAYMOND AVE,34.1450233,-118.14891
1/20/16,12:32 PM,104025329,1,Expired meter,TENA,283 S,LAKE AVE,34.1413816,-118.13237
1/20/16,12:31 PM,107018726,9,Red zone no stop park or stand,SANCHEZ O,125 S,RAYMOND AVE,34.1443933,-118.14901
1/20/16,12:30 PM,102018073,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,VERDUZCO,605 S,CATALINA AVE,34.1356883,-118.12928
1/20/16,12:30 PM,114011361,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,FLORES,101 S,HILL AVE,34.1442616,-118.12141
1/20/16,12:29 PM,117023379,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,MACIAS G,760 N,MENTOR AVE,34.159115,-118.13098
1/20/16,12:27 PM,104025328,1,Expired meter,TENA,201 S,LAKE AVE,34.1420183,-118.13239
1/20/16,12:27 PM,114011360,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,FLORES,55 S,HILL AVE,34.14506,-118.12139
1/20/16,12:26 PM,107018725,1,Expired meter,SANCHEZ O,135 S,RAYMOND AVE,34.14382,-118.14896
1/20/16,12:24 PM,117023378,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,MACIAS G,958 E,ORANGE GROVE BLVD,34.1577366,-118.13053
1/20/16,12:24 PM,104025327,1,Expired meter,TENA,141 S,LAKE AVE,34.14322,-118.13238
1/20/16,12:22 PM,102018072,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,VERDUZCO,137 N,WILSON AVE,34.1483366,-118.12811
1/20/16,12:22 PM,108027218,1,Expired meter,VARELA,75 N,ARROYO PKWY,34.1471466,-118.14762
1/20/16,12:17 PM,117023377,11,Np 7a-9a/7a-6p/9a-6p/3p-7p/4p-6p,MACIAS G,627 N,MENTOR AVE,34.15678,-118.131
1/20/16,12:16 PM,116018580,1,Expired meter,SOLIS,14 N,PASADENA AVE,34.1460816,-118.15416
1/20/16,12:15 PM,114011359,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,FLORES,420 S,HILL AVE,34.1386433,-118.12124
1/20/16,12:15 PM,117023376,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,MACIAS G,598 N,MENTOR AVE,34.15632,-118.1309
1/20/16,12:14 PM,102018071,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,VERDUZCO,181 N,MAR VISTA AVE,34.149065,-118.12676
1/20/16,12:14 PM,108027217,1,Expired meter,VARELA,62 N,GARFIELD AVE,34.146355,-118.1445
1/20/16,12:12 PM,122016183,14,20 min yell/grn zone/3 min white,OROZCO D,265 S,ARROYO PKWY,34.1414,-118.14741
1/20/16,12:12 PM,102018070,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,VERDUZCO,182 N,MAR VISTA AVE,34.1491883,-118.12665
1/20/16,12:11 PM,114011358,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,FLORES,1475 E,CALIFORNIA BLVD,34.1359533,-118.11984
1/20/16,12:11 PM,102018069,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,VERDUZCO,154 N,MAR VISTA AVE,34.1487866,-118.12666
1/20/16,12:11 PM,116018579,1,Expired meter,SOLIS,132 W,COLORADO BLVD,34.1457016,-118.15326
1/20/16,12:09 PM,105018758,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,RIVERA,465 E,COLORADO BLVD,34.145855,-118.14064
1/20/16,12:08 PM,116018578,1,Expired meter,SOLIS,106 W,COLORADO BLVD,34.145675,-118.15281
1/20/16,12:08 PM,108027216,1,Expired meter,VARELA,133 N,EUCLID AVE,34.1479916,-118.14301
1/20/16,12:07 PM,105018757,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,RIVERA,465 E,COLORADO BLVD,34.14591,-118.14038
1/20/16,12:03 PM,114011357,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,FLORES,167 N,MERIDITH AVE,34.149025,-118.11451
1/20/16,12:02 PM,105018756,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,RIVERA,25 N,MADISON AVE,34.14656,-118.13831
1/20/16,12:02 PM,116018577,17,Unauthorized prkg-city property,SOLIS,45 S,DE LACEY AVE,34.145245,-118.15244
1/20/16,12:01 PM,102018068,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,VERDUZCO,145 S,OAKLAND AVE,34.1434866,-118.13979
1/20/16,11:57 AM,104025326,1,Expired meter,TENA,326 S,LAKE AVE,34.14017,-118.13231
1/20/16,11:55 AM,105018755,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,RIVERA,921 E,COLORADO BLVD,34.14591,-118.13121
1/20/16,11:54 AM,116018576,1,Expired meter,SOLIS,11 S,DE LACEY AVE,34.1455766,-118.15212
1/20/16,11:53 AM,105018754,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,RIVERA,75 N,MENTOR AVE,34.1470633,-118.13081
1/20/16,11:53 AM,102018067,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,VERDUZCO,705 E,UNION ST,34.1474733,-118.13629
1/20/16,11:52 AM,114011356,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,FLORES,25 N,SIERRA BONITA AVE,34.146455,-118.11711
1/20/16,11:51 AM,102018066,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,VERDUZCO,705 E,UNION ST,34.14757,-118.13618
1/20/16,11:51 AM,105018753,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,RIVERA,920 E,BOSTON CT,34.14721,-118.13124
1/20/16,11:50 AM,102018065,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,VERDUZCO,705 E,UNION ST,34.1476633,-118.136
1/20/16,11:49 AM,114011355,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,FLORES,131 N,SIERRA BONITA AVE,34.1483666,-118.11712
1/20/16,11:49 AM,117023375,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,MACIAS G,3127 E,LA TIERRA ST,34.1517416,-118.08574
1/20/16,11:48 AM,108027215,1,Expired meter,VARELA,94 N,GARFIELD AVE,34.1471166,-118.14411
