Issue Date,Issue Time,Ticket No,Code,Description,Officer,Block,Location,Latitude,Longitude
1/11/16,12:09 PM,102017682,6,Restricted parking,VERDUZCO,580 N,RAYMOND AVE,34.1557683,-118.14888
1/11/16,12:09 PM,122015977,6,Restricted parking,OROZCO D,874 N,WORCESTER AVE,34.1608766,-118.14491
1/11/16,12:08 PM,102017681,6,Restricted parking,VERDUZCO,531 N,RAYMOND AVE,34.1550166,-118.14901
1/11/16,12:08 PM,115015575,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,DIAZ Y,40 N,HARKNESS AVE,34.1466833,-118.11985
1/11/16,12:07 PM,122015976,6,Restricted parking,OROZCO D,803 N,WORCESTER AVE,34.1594933,-118.14501
1/11/16,12:06 PM,102017680,6,Restricted parking,VERDUZCO,406 N,RAYMOND AVE,34.1529466,-118.14893
1/11/16,12:06 PM,115015574,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,DIAZ Y,40 N,HARKNESS AVE,34.1465433,-118.11986
1/11/16,12:05 PM,122015975,6,Restricted parking,OROZCO D,710 N,WORCESTER AVE,34.1581433,-118.1449
1/11/16,12:01 PM,117023024,1,Expired meter,MACIAS G,345 S,LAKE AVE,34.14006,-118.13222
1/11/16,11:57 AM,117023023,1,Expired meter,MACIAS G,225 S,LAKE AVE,34.1417883,-118.13239
1/11/16,11:53 AM,117023022,1,Expired meter,MACIAS G,165 S,LAKE AVE,34.1430716,-118.13237
1/11/16,11:52 AM,102017679,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,VERDUZCO,230 N,MAR VISTA AVE,34.15009,-118.12667
1/11/16,11:52 AM,114011041,1,Expired meter,SANCHEZ O,54 W,COLORADO BLVD,34.145905,-118.15165
1/11/16,11:51 AM,117023021,1,Expired meter,MACIAS G,141 S,LAKE AVE,34.143325,-118.13233
1/11/16,11:48 AM,117023020,1,Expired meter,MACIAS G,99 S,LAKE AVE,34.14389,-118.13217
1/11/16,11:46 AM,114011040,9,Red zone no stop park or stand,SANCHEZ O,161 W,COLORADO BLVD,34.1457933,-118.15373
1/11/16,11:43 AM,117023019,1,Expired meter,MACIAS G,140 S,LAKE AVE,34.143135,-118.1324
1/11/16,11:41 AM,102017678,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,VERDUZCO,500 S,MADISON AVE,34.1372016,-118.13827
1/11/16,11:40 AM,102017677,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,VERDUZCO,495 S,MADISON AVE,34.137265,-118.13835
1/11/16,11:39 AM,106017275,8,Parked on private property,VARELA,445 E,WALNUT ST,34.14976,-118.14088
1/11/16,11:39 AM,102017676,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,VERDUZCO,478 S,MADISON AVE,34.137495,-118.13826
1/11/16,11:37 AM,115015573,13,Illegal prkg in pref prkig dist,DIAZ Y,1659 E,OAKDALE ST,34.13983,-118.11626
1/11/16,11:37 AM,114011039,1,Expired meter,SANCHEZ O,79 E,UNION ST,34.1467783,-118.1486
1/11/16,11:36 AM,102017675,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,VERDUZCO,448 S,MADISON AVE,34.1381333,-118.13829
1/11/16,11:35 AM,117023018,1,Expired meter,MACIAS G,368 S,LAKE AVE,34.1393933,-118.13239
1/11/16,11:32 AM,115015572,13,Illegal prkg in pref prkig dist,DIAZ Y,265 S,BONNIE AVE,34.1411316,-118.11563
1/11/16,11:30 AM,115015571,13,Illegal prkg in pref prkig dist,DIAZ Y,265 S,BONNIE AVE,34.1411,-118.11561
1/11/16,11:29 AM,114011038,1,Expired meter,SANCHEZ O,110 E,COLORADO BLVD,34.14579,-118.14819
1/11/16,11:29 AM,102017674,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,VERDUZCO,355 S,MADISON AVE,34.13943,-118.13824
1/11/16,11:26 AM,115015570,13,Illegal prkg in pref prkig dist,DIAZ Y,261 S,BONNIE AVE,34.1413033,-118.11561
1/11/16,11:25 AM,106017274,15,No parking anytime,VARELA,235 E,RAMONA ST,34.14843,-118.14562
1/11/16,11:25 AM,102017673,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,VERDUZCO,415 S,OAKLAND AVE,34.1387083,-118.13975
1/11/16,11:24 AM,106017273,15,No parking anytime,VARELA,235 E,RAMONA ST,34.14841,-118.1455
1/11/16,11:22 AM,106017272,15,No parking anytime,VARELA,235 E,RAMONA ST,34.1483716,-118.14544
1/11/16,11:21 AM,115015569,13,Illegal prkg in pref prkig dist,DIAZ Y,1770 E,OAKDALE ST,34.1397883,-118.11394
1/11/16,11:21 AM,106017271,15,No parking anytime,VARELA,235 E,RAMONA ST,34.14838,-118.14541
1/11/16,11:19 AM,117023017,9,Red zone no stop park or stand,MACIAS G,225 S,LAKE AVE,34.14179,-118.1325
1/11/16,11:19 AM,102017672,1,Expired meter,VERDUZCO,157 S,LOS ROBLES AVE,34.1429333,-118.14112
1/11/16,11:17 AM,114011037,1,Expired meter,SANCHEZ O,10 S,DE LACEY AVE,34.1454633,-118.15222
1/11/16,11:17 AM,115015568,13,Illegal prkg in pref prkig dist,DIAZ Y,380 S,MERIDITH AVE,34.139585,-118.11443
1/11/16,11:16 AM,116018343,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,SOLIS,2555 E,COLORADO BLVD,34.1461666,-118.09801
1/11/16,11:13 AM,117023016,1,Expired meter,MACIAS G,99 S,LAKE AVE,34.1436516,-118.13215
1/11/16,11:13 AM,115015567,13,Illegal prkg in pref prkig dist,DIAZ Y,265 S,MERIDITH AVE,34.1412983,-118.11446
1/11/16,11:11 AM,106017270,1,Expired meter,VARELA,164 N,EUCLID AVE,34.14862,-118.14286
1/11/16,11:10 AM,114011036,1,Expired meter,SANCHEZ O,142 N,RAYMOND AVE,34.1485733,-118.14884
1/11/16,11:10 AM,102017671,1,Expired meter,VERDUZCO,116 S,EUCLID AVE,34.143735,-118.14287
1/11/16,11:10 AM,115015566,13,Illegal prkg in pref prkig dist,DIAZ Y,255 S,MERIDITH AVE,34.1414816,-118.11447
1/11/16,11:09 AM,117023015,1,Expired meter,MACIAS G,100 S,LAKE AVE,34.1439583,-118.13241
1/11/16,11:07 AM,117023014,1,Expired meter,MACIAS G,100 S,LAKE AVE,34.1437666,-118.13233
1/11/16,11:07 AM,114011035,1,Expired meter,SANCHEZ O,64 N,RAYMOND AVE,34.1468333,-118.14892
1/11/16,11:07 AM,115015565,13,Illegal prkg in pref prkig dist,DIAZ Y,245 S,MERIDITH AVE,34.1416366,-118.11449
1/11/16,11:06 AM,106017269,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,VARELA,94 N,GARFIELD AVE,34.147165,-118.14416
1/11/16,11:04 AM,114011034,1,Expired meter,SANCHEZ O,113 E,COLORADO BLVD,34.1458116,-118.14832
1/11/16,11:02 AM,102017670,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,VERDUZCO,585 E,COLORADO BLVD,34.1459083,-118.13925
1/11/16,11:02 AM,117023013,1,Expired meter,MACIAS G,240 S,LAKE AVE,34.1416083,-118.13232
1/11/16,11:00 AM,115015564,13,Illegal prkg in pref prkig dist,DIAZ Y,1661 E,ROSE VILLA ST,34.140785,-118.11609
1/11/16,11:00 AM,106017268,1,Expired meter,VARELA,93 N,GARFIELD AVE,34.14708,-118.14443
1/11/16,11:00 AM,117023012,1,Expired meter,MACIAS G,252 S,LAKE AVE,34.1413883,-118.13239
1/11/16,10:59 AM,106017267,1,Expired meter,VARELA,93 N,GARFIELD AVE,34.147165,-118.14447
1/11/16,10:57 AM,115015563,11,Np 7a-9a/7a-6p/9a-6p/3p-7p/4p-6p,DIAZ Y,1596 E,ROSE VILLA ST,34.1407833,-118.11758
1/11/16,10:56 AM,106017266,1,Expired meter,VARELA,93 N,GARFIELD AVE,34.147175,-118.14443
1/11/16,10:52 AM,106017265,19,"Fail to park 18"" of curb",VARELA,240 E,HOLLY ST,34.147405,-118.14454
1/11/16,10:52 AM,114011033,9,Red zone no stop park or stand,SANCHEZ O,96 E,COLORADO BLVD,34.145915,-118.14852
1/11/16,10:51 AM,115015562,13,Illegal prkg in pref prkig dist,DIAZ Y,1515 E,ROSE VILLA ST,34.1407716,-118.11898
1/11/16,10:50 AM,106017264,1,Expired meter,VARELA,240 E,HOLLY ST,34.147455,-118.14457
1/11/16,10:46 AM,115015561,13,Illegal prkg in pref prkig dist,DIAZ Y,1441 E,ROSE VILLA ST,34.1409083,-118.12083
1/11/16,10:44 AM,115015560,13,Illegal prkg in pref prkig dist,DIAZ Y,1441 E,ROSE VILLA ST,34.140945,-118.1209
1/11/16,10:44 AM,106017263,1,Expired meter,VARELA,236 E,HOLLY ST,34.147625,-118.14544
1/11/16,10:43 AM,102017669,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,VERDUZCO,920 E,COLORADO BLVD,34.1459083,-118.13139
1/11/16,10:43 AM,122015974,25,Stopping/standing prohibited,OROZCO D,100 W,CORSON ST,34.1506033,-118.15152
1/11/16,10:42 AM,122015973,25,Stopping/standing prohibited,OROZCO D,100 W,CORSON ST,34.150575,-118.1516
1/11/16,10:42 AM,102017668,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,VERDUZCO,920 E,COLORADO BLVD,34.1459733,-118.13129
1/11/16,10:41 AM,117023011,1,Expired meter,MACIAS G,150 S,LAKE AVE,34.1429633,-118.13244
1/11/16,10:40 AM,122015972,25,Stopping/standing prohibited,OROZCO D,105 W,WALNUT ST,34.1497133,-118.15192
1/11/16,10:37 AM,102017667,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,VERDUZCO,680 E,COLORADO BLVD,34.14589,-118.13635
1/11/16,10:34 AM,117023010,1,Expired meter,MACIAS G,380 S,LAKE AVE,34.139405,-118.13231
1/11/16,10:34 AM,122015971,1,Expired meter,OROZCO D,240 N,GARFIELD AVE,34.1506116,-118.14445
1/11/16,10:34 AM,106017262,6,Restricted parking,VARELA,240 E,HOLLY ST,34.1476233,-118.14484
1/11/16,10:32 AM,116018342,13,Illegal prkg in pref prkig dist,SOLIS,88 S,BONNIE AVE,34.1444716,-118.11562
1/11/16,10:31 AM,116018341,13,Illegal prkg in pref prkig dist,SOLIS,88 S,BONNIE AVE,34.1444466,-118.11561
1/11/16,10:30 AM,106017261,19,"Fail to park 18"" of curb",VARELA,245 E,HOLLY ST,34.1478983,-118.14455
1/11/16,10:30 AM,114011032,9,Red zone no stop park or stand,SANCHEZ O,89 S,FAIR OAKS AVE,34.1440016,-118.15052
1/11/16,10:28 AM,122015970,6,Restricted parking,OROZCO D,164 E,ORANGE GROVE BLVD,34.15777,-118.14705
1/11/16,10:27 AM,115015559,13,Illegal prkg in pref prkig dist,DIAZ Y,1640 E,LOCUST ST,34.1506733,-118.11651
1/11/16,10:26 AM,102017666,1,Expired meter,VERDUZCO,44 S,MADISON AVE,34.1451266,-118.1381
1/11/16,10:25 AM,117023009,1,Expired meter,MACIAS G,345 S,LAKE AVE,34.1395633,-118.13242
1/11/16,10:25 AM,102017665,1,Expired meter,VERDUZCO,44 S,MADISON AVE,34.145105,-118.13807
1/11/16,10:24 AM,114011031,6,Restricted parking,SANCHEZ O,115 E,COLORADO BLVD,34.1458316,-118.14826
1/11/16,10:22 AM,117023008,1,Expired meter,MACIAS G,345 S,LAKE AVE,34.1399266,-118.13232
1/11/16,10:21 AM,106017260,1,Expired meter,VARELA,132 N,EUCLID AVE,34.14794,-118.143
1/11/16,10:21 AM,116018340,13,Illegal prkg in pref prkig dist,SOLIS,1954  E,CORSON ST,34.1518966,-118.11004
1/11/16,10:21 AM,122015969,6,Restricted parking,OROZCO D,289 E,ORANGE GROVE BLVD,34.1579016,-118.14456
1/11/16,10:18 AM,122015968,25,Stopping/standing prohibited,OROZCO D,677 N,SUMMIT AVE,34.1574683,-118.14787
1/11/16,10:16 AM,106017259,1,Expired meter,VARELA,207 N,GARFIELD AVE,34.148925,-118.14438
1/11/16,10:08 AM,106017258,1,Expired meter,VARELA,199 N,EUCLID AVE,34.1491966,-118.14263
1/11/16,10:04 AM,106017257,1,Expired meter,VARELA,232 E,THURGOOD MARSHALL ST,34.1483583,-118.14371
1/11/16,9:58 AM,106017256,1,Expired meter,VARELA,235 E,HOLLY ST,34.1476883,-118.14499
1/11/16,9:54 AM,106017255,1,Expired meter,VARELA,185 E,HOLLY ST,34.1476833,-118.14646
1/11/16,9:51 AM,106017254,1,Expired meter,VARELA,156 E,HOLLY ST,34.1476266,-118.14692
1/11/16,9:49 AM,115015558,26,Fire hydrant prkd within 15ft,DIAZ Y,85 N,MARION AVE,34.147555,-118.11846
1/11/16,9:48 AM,114011030,46,72 hour prkg limitation,SANCHEZ O,45 S,DE LACEY AVE,34.1453133,-118.15295
1/11/16,9:46 AM,122015967,6,Restricted parking,OROZCO D,44 E,HAMMOND ST,34.16516,-118.14939
1/11/16,9:46 AM,106017253,1,Expired meter,VARELA,240 E,HOLLY ST,34.1474283,-118.14455
1/11/16,9:41 AM,117023007,1,Expired meter,MACIAS G,320 S,LAKE AVE,34.14037,-118.13246
1/11/16,9:39 AM,106017252,1,Expired meter,VARELA,94 N,GARFIELD AVE,34.1471766,-118.14413
1/11/16,9:31 AM,122015966,6,Restricted parking,OROZCO D,289 E,DOUGLAS ST,34.1657283,-118.14467
1/11/16,9:30 AM,106017251,1,Expired meter,VARELA,133 N,EUCLID AVE,34.1481416,-118.143
1/11/16,9:28 AM,106017250,1,Expired meter,VARELA,165 N,EUCLID AVE,34.1486166,-118.14296
1/11/16,9:27 AM,117023006,1,Expired meter,MACIAS G,415 S,LAKE AVE,34.1386366,-118.1324
1/11/16,9:27 AM,122015965,6,Restricted parking,OROZCO D,405 E,DOUGLAS ST,34.1657433,-118.14227
1/11/16,9:24 AM,106017249,1,Expired meter,VARELA,232 E,THURGOOD MARSHALL ST,34.1482683,-118.14359
1/11/16,9:24 AM,117023005,1,Expired meter,MACIAS G,345 S,LAKE AVE,34.1397616,-118.13244
1/11/16,9:20 AM,122015964,6,Restricted parking,OROZCO D,290 E,MOUNTAIN ST,34.1614916,-118.14447
1/11/16,9:18 AM,106017248,1,Expired meter,VARELA,236 E,HOLLY ST,34.1475683,-118.14525
1/11/16,9:16 AM,106017247,6,Restricted parking,VARELA,238 E,HOLLY ST,34.1476033,-118.14482
1/11/16,9:15 AM,122015963,6,Restricted parking,OROZCO D,175 E,PAINTER ST,34.1597,-118.14692
1/11/16,9:13 AM,106017246,6,Restricted parking,VARELA,238 E,HOLLY ST,,
1/11/16,9:11 AM,122015962,6,Restricted parking,OROZCO D,164 E,ORANGE GROVE BLVD,34.15777,-118.14716
1/11/16,9:09 AM,122015961,6,Restricted parking,OROZCO D,261 E,ORANGE GROVE BLVD,34.1579183,-118.14517
1/11/16,9:07 AM,122015960,6,Restricted parking,OROZCO D,275 E,ORANGE GROVE BLVD,34.1579116,-118.14473
1/11/16,9:06 AM,114011029,6,Restricted parking,SANCHEZ O,115 E,COLORADO BLVD,34.1458433,-118.14811
1/11/16,8:47 AM,122015959,6,Restricted parking,OROZCO D,121 E,WASHINGTON BLVD,34.16894,-118.14817
1/11/16,8:43 AM,122015958,6,Restricted parking,OROZCO D,50 E,HOWARD ST,34.17251,-118.14964
1/11/16,8:41 AM,122015957,6,Restricted parking,OROZCO D,27 E,HOWARD ST,34.1725833,-118.15017
1/11/16,8:40 AM,122015956,6,Restricted parking,OROZCO D,40 E,HOWARD ST,34.1725266,-118.14976
1/11/16,8:39 AM,102017664,6,Restricted parking,VERDUZCO,279 E,PENN ST,34.1745983,-118.1448
1/11/16,8:38 AM,122015955,6,Restricted parking,OROZCO D,50 E,HOWARD ST,34.1725716,-118.14949
1/11/16,8:38 AM,102017663,6,Restricted parking,VERDUZCO,277 E,PENN ST,34.1746066,-118.14493
1/11/16,8:37 AM,122015954,6,Restricted parking,OROZCO D,55 E,HOWARD ST,34.1725833,-118.14961
1/11/16,8:36 AM,102017662,6,Restricted parking,VERDUZCO,250 E,ELIZABETH ST,34.17352,-118.14554
1/11/16,8:35 AM,122015953,6,Restricted parking,OROZCO D,190 E,GRANDVIEW ST,34.1710483,-118.14641
1/11/16,8:34 AM,102017661,6,Restricted parking,VERDUZCO,240 E,ROBINSON RD,34.1699183,-118.14594
1/11/16,8:32 AM,122015952,6,Restricted parking,OROZCO D,279 E,GRANDVIEW ST,34.171105,-118.14498
1/11/16,8:32 AM,102017660,6,Restricted parking,VERDUZCO,377 E,WASHINGTON BLVD,34.1689966,-118.1428
1/11/16,8:31 AM,102017659,6,Restricted parking,VERDUZCO,377 E,WASHINGTON BLVD,34.1690083,-118.1429
1/11/16,8:30 AM,122015951,6,Restricted parking,OROZCO D,264 E,WASHINGTON BLVD,34.168845,-118.14503
1/11/16,8:28 AM,122015950,6,Restricted parking,OROZCO D,152 E,CLAREMONT ST,34.1669983,-118.14743
1/11/16,8:25 AM,122015949,6,Restricted parking,OROZCO D,268 E,DOUGLAS ST,34.1656683,-118.14514
1/11/16,8:23 AM,102017658,6,Restricted parking,VERDUZCO,400 E,ADENA ST,34.1624683,-118.14219
1/11/16,8:23 AM,122015948,6,Restricted parking,OROZCO D,244 E,HAMMOND ST,34.165135,-118.1456
1/11/16,8:23 AM,104025136,21,Parked in front of driveway,ORELLANA,909 S,FAIR OAKS AVE,34.13005,-118.15124
1/11/16,8:22 AM,102017657,6,Restricted parking,VERDUZCO,395 E,ADENA ST,34.1625633,-118.14254
1/11/16,8:19 AM,122015947,6,Restricted parking,OROZCO D,395 E,ASHTABULA ST,34.1591716,-118.14224
1/11/16,8:19 AM,102017656,6,Restricted parking,VERDUZCO,185 E,PAINTER ST,34.1597066,-118.14659
1/11/16,8:18 AM,102017655,6,Restricted parking,VERDUZCO,175 E,PAINTER ST,34.1597316,-118.14725
1/11/16,8:16 AM,102017654,6,Restricted parking,VERDUZCO,48 E,PAINTER ST,34.1596733,-118.14953
1/11/16,8:15 AM,102017653,6,Restricted parking,VERDUZCO,50 E,PAINTER ST,34.1596966,-118.14932
1/11/16,8:12 AM,102017652,6,Restricted parking,VERDUZCO,170 E,ORANGE GROVE BLVD,34.1578133,-118.14747
1/11/16,8:11 AM,111024639,6,Restricted parking,TENA,1090,NITHSDALE RD,34.1369166,-118.17361
1/11/16,8:10 AM,102017651,6,Restricted parking,VERDUZCO,109 E,PEORIA ST,34.1567116,-118.14817
1/11/16,8:10 AM,104025135,1,Expired meter,ORELLANA,207 N,GARFIELD AVE,34.1491383,-118.14428
1/11/16,8:09 AM,102017650,6,Restricted parking,VERDUZCO,44 E,PEORIA ST,34.156665,-118.14962
1/11/16,8:07 AM,102017649,6,Restricted parking,VERDUZCO,06 E,ESTHER ST,34.1555016,-118.15013
1/11/16,8:06 AM,102017648,6,Restricted parking,VERDUZCO,06 E,ESTHER ST,34.15551,-118.15016
1/11/16,7:53 AM,111024638,6,Restricted parking,TENA,350,SAN MIGUEL RD,34.1364116,-118.17226
1/11/16,7:15 AM,108026983,18,Temporary no parking,ARANA,85,CHESTNUT ST,34.150405,-118.14956
1/11/16,5:54 AM,104025134,2,Overnight parking 2am-6am,ORELLANA,847 N,WRIGHT AVE,34.16042,-118.13504
1/11/16,5:52 AM,108026982,20,Parked on a sidewalk,ARANA,2415,MONTE VISTA ST,34.1557366,-118.10068
1/11/16,5:52 AM,104025133,2,Overnight parking 2am-6am,ORELLANA,819 N,WRIGHT AVE,34.15986,-118.13505
1/11/16,5:51 AM,111024637,2,Overnight parking 2am-6am,TENA,583 W,CLAREMONT ST,34.1677133,-118.16279
1/11/16,5:48 AM,111024636,20,Parked on a sidewalk,TENA,530 W,CLAREMONT ST,34.1674416,-118.16162
1/11/16,5:45 AM,104025132,2,Overnight parking 2am-6am,ORELLANA,707 E,ORANGE GROVE BLVD,34.15789,-118.13574
1/11/16,5:41 AM,111024635,2,Overnight parking 2am-6am,TENA,682,LINCOLN AVE,34.15649,-118.15531
1/11/16,5:39 AM,104025131,2,Overnight parking 2am-6am,ORELLANA,1099 E,ORANGE GROVE BLVD,34.1578633,-118.12769
1/11/16,5:37 AM,108026981,22,O/n pkg comm/oversize veh 10p-6a,ARANA,90 S,OAKLAND AVE,34.14477,-118.13985
1/11/16,5:35 AM,108026980,9,Red zone no stop park or stand,ARANA,90 S,OAKLAND AVE,34.1447433,-118.13982
1/11/16,5:35 AM,104025130,2,Overnight parking 2am-6am,ORELLANA,1357 E,ORANGE GROVE BLVD,,
1/11/16,5:30 AM,111024634,2,Overnight parking 2am-6am,TENA,896,MANZANITA AVE,34.1601733,-118.15453
1/11/16,5:29 AM,104025129,22,O/n pkg comm/oversize veh 10p-6a,ORELLANA,1176 E,ORANGE GROVE BLVD,34.1577483,-118.12623
1/11/16,5:27 AM,118023062,2,Overnight parking 2am-6am,BENITEZ,142 S,CATALINA AVE,34.143115,-118.12938
1/11/16,5:27 AM,111024633,2,Overnight parking 2am-6am,TENA,807,MANZANITA AVE,34.1587933,-118.15344
1/11/16,5:24 AM,108026979,2,Overnight parking 2am-6am,ARANA,252 S,CATALINA AVE,34.1413566,-118.12941
1/11/16,5:22 AM,111024632,2,Overnight parking 2am-6am,TENA,741,SUNSET AVE,34.1584183,-118.15167
1/11/16,5:20 AM,108026978,2,Overnight parking 2am-6am,ARANA,385 S,CATALINA AVE,34.139305,-118.12937
1/11/16,5:17 AM,111024631,2,Overnight parking 2am-6am,TENA,1205,SUNSET AVE,34.1664766,-118.15496
1/11/16,5:17 AM,104025128,2,Overnight parking 2am-6am,ORELLANA,507 E,WASHINGTON BLVD,34.1689916,-118.14006
1/11/16,5:16 AM,108026977,2,Overnight parking 2am-6am,ARANA,1000 E,SAN PASQUAL ST,34.1378,-118.13029
1/11/16,5:10 AM,111024630,2,Overnight parking 2am-6am,TENA,1303,SUMMIT AVE,34.1681116,-118.14768
1/11/16,5:08 AM,104025127,2,Overnight parking 2am-6am,ORELLANA,1165 E,WASHINGTON BLVD,34.1690566,-118.12646
1/11/16,5:08 AM,108026976,2,Overnight parking 2am-6am,ARANA,900 E,CORNELL RD,34.1326583,-118.13162
1/11/16,5:07 AM,118023061,2,Overnight parking 2am-6am,BENITEZ,900,CORNELL RD,34.1327383,-118.13176
1/11/16,5:07 AM,111024629,2,Overnight parking 2am-6am,TENA,1270,SUMMIT AVE,34.1678033,-118.14761
1/11/16,5:05 AM,104025126,2,Overnight parking 2am-6am,ORELLANA,1349 E,WASHINGTON BLVD,34.1690933,-118.12244
1/11/16,5:05 AM,108026975,2,Overnight parking 2am-6am,ARANA,855 E,CORNELL RD,34.13271,-118.13203
1/11/16,5:03 AM,104025125,2,Overnight parking 2am-6am,ORELLANA,1350 E,WASHINGTON BLVD,34.1690416,-118.12288
1/11/16,4:59 AM,111024628,2,Overnight parking 2am-6am,TENA,1110,SUMMIT AVE,34.1648733,-118.14763
1/11/16,4:59 AM,104025124,2,Overnight parking 2am-6am,ORELLANA,980 E,WASHINGTON BLVD,34.16895,-118.13035
1/11/16,4:57 AM,108026974,2,Overnight parking 2am-6am,ARANA,300 S,OAK KNOLL AVE,34.1406066,-118.13512
1/11/16,4:56 AM,111024627,2,Overnight parking 2am-6am,TENA,989,SUMMIT AVE,34.16283,-118.14763
1/11/16,4:55 AM,118023060,2,Overnight parking 2am-6am,BENITEZ,275 S,OAK KNOLL AVE,34.1409233,-118.13509
1/11/16,4:54 AM,104025123,2,Overnight parking 2am-6am,ORELLANA,586 E,WASHINGTON BLVD,34.16891,-118.13853
1/11/16,4:52 AM,111024626,2,Overnight parking 2am-6am,TENA,885,SUMMIT AVE,34.1609966,-118.14762
1/11/16,4:51 AM,104025122,2,Overnight parking 2am-6am,ORELLANA,540 E,WASHINGTON BLVD,34.1689333,-118.13948
1/11/16,4:46 AM,111024625,2,Overnight parking 2am-6am,TENA,145,PAINTER ST,34.15972,-118.14738
1/11/16,4:45 AM,108026973,2,Overnight parking 2am-6am,ARANA,211 N,HUDSON AVE,34.14984,-118.13466
1/11/16,4:44 AM,111024624,2,Overnight parking 2am-6am,TENA,163,PAINTER ST,34.1597066,-118.14712
1/11/16,4:41 AM,108026972,2,Overnight parking 2am-6am,ARANA,729 E,LOCUST ST,34.1505383,-118.13544
1/11/16,4:40 AM,104025121,2,Overnight parking 2am-6am,ORELLANA,440 N,CATALINA AVE,34.1536283,-118.12948
1/11/16,4:40 AM,111024623,2,Overnight parking 2am-6am,TENA,61,PAINTER ST,34.15969,-118.14923
1/11/16,4:39 AM,108026971,2,Overnight parking 2am-6am,ARANA,729 E,LOCUST ST,34.1505,-118.13554
1/11/16,4:36 AM,111024622,2,Overnight parking 2am-6am,TENA,30,YALE ST,34.16018,-118.15127
1/11/16,4:35 AM,108026970,2,Overnight parking 2am-6am,ARANA,709 E,LOCUST ST,34.1505166,-118.13579
1/11/16,4:35 AM,104025120,2,Overnight parking 2am-6am,ORELLANA,851 N,CATALINA AVE,34.1606016,-118.1294
1/11/16,4:32 AM,108026969,2,Overnight parking 2am-6am,ARANA,695 E,LOCUST ST,34.15046,-118.13655
1/11/16,4:30 AM,111024621,2,Overnight parking 2am-6am,TENA,779 N,MARENGO AVE,34.1593233,-118.1461
1/11/16,4:26 AM,111024620,2,Overnight parking 2am-6am,TENA,838 N,MARENGO AVE,34.1602366,-118.14611
1/11/16,4:26 AM,104025119,2,Overnight parking 2am-6am,ORELLANA,1364 N,MAR VISTA AVE,34.1695383,-118.1272
1/11/16,4:24 AM,108026968,2,Overnight parking 2am-6am,ARANA,400 S,EL MOLINO AVE,34.1392883,-118.1368
1/11/16,4:23 AM,111024619,2,Overnight parking 2am-6am,TENA,870 N,MARENGO AVE,34.16073,-118.14612
1/11/16,4:22 AM,104025118,2,Overnight parking 2am-6am,ORELLANA,1271 N,MAR VISTA AVE,34.1679683,-118.12691
1/11/16,4:21 AM,108026967,2,Overnight parking 2am-6am,ARANA,500 S,EL MOLINO AVE,34.1373266,-118.13682
1/11/16,4:20 AM,111024618,2,Overnight parking 2am-6am,TENA,926 N,MARENGO AVE,34.16188,-118.14605
1/11/16,4:19 AM,104025117,2,Overnight parking 2am-6am,ORELLANA,948 N,MAR VISTA AVE,,
1/11/16,4:16 AM,108026966,2,Overnight parking 2am-6am,ARANA,640 S,EL MOLINO AVE,34.1348816,-118.13677
1/11/16,4:14 AM,108026965,2,Overnight parking 2am-6am,ARANA,650 S,EL MOLINO AVE,34.1346883,-118.13678
1/11/16,4:14 AM,104025116,2,Overnight parking 2am-6am,ORELLANA,660 N,MAR VISTA AVE,34.15736,-118.12678
1/11/16,4:14 AM,111024617,2,Overnight parking 2am-6am,TENA,258,ROBINSON RD,34.169895,-118.14533
1/11/16,4:10 AM,104025115,2,Overnight parking 2am-6am,ORELLANA,592 N,MAR VISTA AVE,34.15625,-118.12676
1/11/16,4:08 AM,104025114,2,Overnight parking 2am-6am,ORELLANA,588 N,MAR VISTA AVE,34.1561066,-118.12679
1/11/16,4:06 AM,111024616,2,Overnight parking 2am-6am,TENA,1071,WORCESTER AVE,34.16423,-118.14498
1/11/16,4:06 AM,108026964,2,Overnight parking 2am-6am,ARANA,630 S,OAKLAND AVE,34.13498,-118.13964
1/11/16,4:05 AM,104025113,2,Overnight parking 2am-6am,ORELLANA,560 N,MAR VISTA AVE,34.1557633,-118.12676
1/11/16,4:03 AM,111024615,2,Overnight parking 2am-6am,TENA,895,WORCESTER AVE,34.1613433,-118.14498
1/11/16,4:00 AM,108026963,2,Overnight parking 2am-6am,ARANA,245 E,FILLMORE ST,34.1324616,-118.14518
1/11/16,4:00 AM,104025112,2,Overnight parking 2am-6am,ORELLANA,488 N,MICHIGAN AVE,34.154535,-118.12551
1/11/16,3:58 AM,111024614,2,Overnight parking 2am-6am,TENA,780,WORCESTER AVE,34.1594066,-118.14497
